"id";"coder";"entry_date";"file_name";"emp_state";"emp_state_other";"emp_city";"emp_institution";"emp_department";"job_title";"prof_denomination";"job_published";"job_deadline";"job_start";"job_asap";"job_position";"job_position_other";"job_has_tenure";"job_qualification_option";"job_has_scholarship";"job_phd_program";"job_has_limit";"job_limit_year";"job_limit_month";"job_extension";"job_extension_conc";"job_pay";"job_pay_other";"job_percentage";"job_third_party_fund";"job_teaching";"job_teaching_other";"job_require_exam";"job_subject_exam";"job_topic_require";"job_topic_task";"job_topic_conc";"job_method_require";"job_method_task";"job_method_conc";"job_software_require";"job_software_task";"job_software_conc";"job_research_require";"job_research_task";"job_research_conc";"job_funding_require";"job_funding_task";"job_funding_conc";"job_coordinate_require";"job_coordinate_task";"job_coordinate_conc";"job_teaching_require";"job_teaching_task";"job_teaching_conc";"job_admin_require";"job_admin_task";"job_admin_conc";"job_nonacademic_require";"job_non_academic_conc";"job_quali_require";"job_quali_task";"job_other_require";"job_other_require_conc";"job_other_task";"job_other_task_conc";"job_benefits";"appl_chances";"appl_disability";"appl_gender";"appl_diversity";"appl_family";"appl_dualcareer";"appl_parttime_option";"appl_cost"
"34";"GK";"";"2020-02-20_3postdoc_dresden.pdf";"1";"";"Dresden";"Technische Universität Dresden";"Bereich Geistes- und Sozialwissenschaften";"wiss. Mitarbeiter/in ""Support the Best Postdoc""";"";"";"2020-02-20";"asap";"1";"12";"";"0";"1";"0";"0";"1";"2";"0";"0";"0";"13";"";"1";"0";"NA";"";"1";"Sozialwissenschaftliche Disziplin; Politikwissenschaft; Medien- und Kommunikationswissenschaft; Psychologie";"0";"1";"Kultur und gesellschaftlicher Wandel";"0";"0";"";"0";"0";"";"";"";"";"1";"1";"Einwerbung von Fördermitteln aus hoch kompetitiven Programmen für ein eigenständiges Forschungsvorhaben";"1";"1";"Antrag für ein eigenständiges, drittmittelgefördertes Forschungssprojekt vorbereiten und innerhalb der geförderten Laufzeit bei renommierten Mittelgebern einreichen";"0";"0";"";"0";"0";"";"0";"";"0";"0";"0";"";"0";"";"Zusammenarbeit mit engagiertem Team, offene und moderne Arbeitskultur, hoher Gestaltungsspielraum, spannende Aufgabenbereiche mit hohen kreativen und konzeptionellen Anteilen, individuell auf berufliche Situation zugeschnittene Weiterbildungsmöglichkeiten";"0";"1";"1";"0";"1";"0";"1";"0"
"35";"GK";"";"2020-02-20_praedoc_uni_trondheim.pdf";"4";"Norwegen";"Trondheim";"Norwegian University of Science and Technology";"Department of Sociology and Political Science";"PhD Candidate";"";"";"2020-02-20";"2020-03-31";"0";"11";"";"0";"1";"0";"1";"1";"3";"0";"0";"0";"0";"";"1";"0";"NA";"";"1";"Medienmanagement; Betriebswirtschaft; international Management";"1";"1";"sociology, political science, sport science and media studies";"1";"1";"quantitative research methods, quantitative content analysis, quantitative survey, quantitative interviews";"0";"0";"";"1";"1";"work on case studies, reseach";"1";"1";"conduct a stand-alone research project";"0";"1";"work on all the parts of the caste studies in the projekt for the PhD-project";"0";"0";"";"1";"1";"participate in general activities of the department";"0";"";"1";"1";"1";"good oral and written communication skills in English, willingness to collaborate in interdisciplinary research projects, Norwegian and/or German language skills";"1";"independence, being well organized, cooperative, motivated to contribute to an inclusive work environment";"exciting and stimulating tasks in a strong international academic enviroment, open and inclusive work environment, employee benefits";"0";"0";"0";"0";"0";"0";"0";"0"
"36";"GK";"";"2020-02-20_w2_hs_wuerzburg_schweinfurt.pdf";"1";"";"Würzburg";"Hochschule Würzburg-Schweinfurdt";"Fakultät Wirtschaftswissenschaften";"Professur (m/w/d) (Ausschreibung 2020)";"Digitale Marktkommunikation und eine weitere digitale Wirtschaftsdisziplin";"";"";"asap";"1";"23";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"2";"";"1";"0";"NA";"";"1";"Kommunikationswissenschaft; Journalistik; Informatik";"0";"1";"Digital Marktkommunikation und eine weitere digitale Wirtschaftsdisziplin";"1";"0";"Anwendung wissenschaftlicher Methoden";"1";"1";"";"0";"1";"Unterstützung der Studierenden in Forschungsvorhaben";"0";"0";"";"0";"0";"";"1";"1";"Lehrveranstaltungen wir Medienmanagement, BWL oder international Management, auch in englisch";"0";"0";"";"1";"Basis einer wirtschafts- oder medienwissenschaftlich geprägten Ausbildung über mehrjährige (mind.5 jährige) Berufs- und Führungserfahrung in einem Medienunternehmen, im eCommerce oder in einer Marketing-Agentur";"1";"1";"1";"besonders ausgewiesen in in einer digitalen Mediendisziplin, auch fremdsprachlich gearbeitet, Arbeiten mit Herzblut, pädagogische Eignung";"1";"Beteuung von Forschungspraktika und Abschlussarbeiten, entwickeln des Studienangebots in Richtung Digitalisierung und Internationalisierung";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"37";"GK";"";"2020-02-24_postdoc_fu_berlin.pdf";"1";"";"Berlin";"Freie Universität Berlin";"Fachbereich Politik- und Sozialwissenschaften, Institut für Publizistik- und Kommunikationswissenschaften";"WIss. Mitarbeiter/-in (m/w/d) (Postdoc) mit 3/4 Teilzeitbeschäftigung befristet bis zu 5 Jahre, Entgeltgruppe 13 TV-L FU";"";"2020-02-09";"2020-02-24";"asap";"1";"12";"";"0";"2";"0";"0";"1";"5";"0";"0";"0";"13";"";"0,75";"0";"NA";"";"1";"Erziehungswissenschaft, Sozialwissenschaft; Medienwissenschaft";"0";"1";"Lehre im Bereich Digitalisierung und Partizipation";"1";"1";"soziale Forschungsmethoden";"0";"0";"";"1";"1";"Mitarbeit in Forschung, Erfahrungen in Forschungsprojekten der Kommunikationswissenschaft";"0";"0";"";"0";"0";"";"1";"1";"Mitarbeit in Lehre, englischsprachige Lehre";"1";"1";"akademische Selbstverwaltung";"0";"";"1";"1";"1";"sehr gute Englischkenntnisse, besondere Kenntnisse/Interesse in/an einem oder mehreren der folgenden Bereiche: digitaler Medien- und Öffentlichkeitswandel, Partizipation, Journalismus, Digitalstrategien von Presse und Rundfunk, soziale Medien, Suchmaschinen, Medienqualität und -regulierung";"1";"Tätigkeit zur wissenschaftlichen Qualifizierung (Habilitation) im Bereich Digitalisierung und Partizipation";"0";"1";"0";"0";"0";"0";"0";"1";"0"
"38";"GK";"";"2020-02-28_wimi_uni_flensburg.pdf";"1";"";"Flesnburg";"Universität Flensburg";"";"wissenschaftliche Mitarbeiterin/ wissenschaftlicher Mitarbeiter (d/m/w) (Entgeltgruppe 13 TV-L, 50%)";"";"";"2020-02-28";"asap";"1";"11";"";"0";"0";"0";"0";"1";"3";"0";"0";"0";"13";"";"0,5";"1";"NA";"";"1";"Kommunikations- und Medienwissenschaft; Kulturwissenschaft; Sozialwissenschaft; Soziologie; Geografie; vergleichbare Disziplin";"1";"1";"Medienbildung";"1";"0";"qualitative Sozialforschung";"0";"0";"";"0";"1";"Interesse/ Erfahrung an quantitativer Sozialforschung oder Schulentwicklungsforschung";"0";"0";"";"0";"0";"";"0";"0";"";"1";"1";"Beteiligung an universitären Veranstaltungen zu digitalen Bildungspraxen und Lernkulturen an Schulen, Mitwirkung an dem Ausbau und an der Betreuung eines Netzwerkes digital innovativer Schulen";"0";"";"1";"1";"1";"erste oder vertiefte Erfahrungen in der Medienbildungsforschung, selbstständig und strukturiert arbeiten, gute organisatorische Fähigkeiten, Freunde an der intensiven Arbeit im Team";"1";"Entwicklung und Umsetzung eines Matching-Verfahrens von Praktika und Schulen im Blick auf Schul- und Lernkultur im Zeichen von Digitalität, Unterstützung bei der Entwicklung schulischer Medienkonzepte respektive bei der Nutzung digitaler Kulturtechniken";"0";"1";"1";"1";"1";"0";"0";"1";"0"
"39";"GK";"";"2020-02-29_wimi_tu_chemnitz.pdf";"1";"";"Chemnitz";"Technische Universität Chemnitz";"Philosophische Fakultät";"Wissenschaftliche/r Mitarbeiter/in (m/w/d) (50% Entgeltgruppe 13 TV-L)";"";"";"2020-02-29";"asap";"1";"11";"";"0";"1";"0";"0";"1";"3";"0";"0";"0";"13";"";"0,5";"1";"NA";"";"1";"Soziologie; Media Studies; Visual Studies; vergleichbare Disziplin";"1";"1";"Perspektiven und Einsatzmöglichkeiten digitalerBeteiligungsverfahren in der ländlichen Entwicklung";"1";"1";"fundierte Methodenkenntnisse, besonders in quantitativer Befragung/ Survey sowie Leitfaden-Interviews";"0";"0";"";"1";"1";"Verantwortliche Mitarbeit in Forschungsprojekten";"0";"0";"";"0";"0";"";"0";"0";"";"1";"1";"Mitarbeit in der Verbreitung wissenschaftlicher Erkenntnisse auf tagungen und durch Publikationen, Mitarbeit an Maßnahmen des Wissenstransfers wie Multiplikatorenveranstaltungen, Podcast, Webauftritt";"0";"";"1";"1";"1";"sehr gute Englischkenntnisse in Wort und Schrift, hohes Engagement und Eigeninitiative, Teamfähigkeit, sorgfältige und verlässliche Arbeitsweise, Kenntnisse in den Bereichen Digitalisierung, Bürgerinnenbeteiligung und/oder ländliche Regionalentwicklung";"1";"Konzeption, Durchführung und Auswertung von Online-Survey und Befragungen und von lokalen Fallstudien";"Zusammenarbeit in einem interdisziplinären, hoch motivierten Team; Thema mit hoher Praxisrelevanz";"1";"1";"1";"0";"0";"0";"1";"0"
"40";"GK";"";"2020-03-01_praedoc_uni_chemnitz.pdf";"1";"";"Chemnitz";"Technische Universität Chemnitz";"";"Doctoral Researcher in Visual Sociology (m,f,d)";"";"";"2020-01-25";"2020-03-01";"0";"11";"";"0";"0";"0";"0";"1";"3";"6";"0";"0";"13";"";"0,65";"1";"NA";"";"1";"Psychologie (media-, social- or organizational psychology); Kommunikationswissenschaft";"1";"0";"Humans Interacting with Embodies Technologies";"1";"0";"expertise in theories of social interaction and qualitative methods";"0";"0";"";"1";"1";"Research enviroment and tasks";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"";"1";"1";"1";"strong interest in the analysis of non-verbal communication, fluent in english (written and spoken)";"1";"research cooloquia, lecture series and workshops";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"41";"GK";"";"2020-03-04_postdoc_iwm_tuebingen.pdf";"1";"";"Tübingen";"Leibniz-Institut für Wissensmedien";"";"Post-doctoral Researcher (100%)";"";"";"2020-04-03";"2020-05-01";"0";"12";"";"0";"0";"0";"0";"1";"3";"0";"0";"0";"13";"";"1";"0";"NA";"";"1";"Kommunikationswissenschaft; vergleichbare Disziplin; Politikwissenschaft; Soziologie";"1";"1";"social media use in the family";"1";"0";"interest/expertise in computational methods (automated content analysis, big data";"0";"0";"";"1";"1";"The research focus of the Junior Research Group is on the use of Social media fpr knowledge-related internet usage";"1";"1";"develop an independent research profile and attract competitive third-party funding";"0";"0";"";"0";"0";"";"1";"1";"experience on planning, running and analyzing empirical studies,";"0";"";"1";"1";"1";"openness towards Open Science, very good coomand of English; knowledge of German is an asset";"1";"publications in international peer- reviewed journals, expertise in writing grant proposals";"work in cooperative team, a stimulating international and interdisciplinary oriented research environment, professional childcare facility";"1";"1";"0";"1";"0";"0";"0";"0"
"42";"GK";"";"2020-03-04_w2_tu_dortmund.pdf";"1";"";"Dortmund";"Technische Universität Dortmund";"Institut für Journalistik, Fakultät Kulturwissenschaften";"Universitätprofessur (W2) ""Digitaler Journalismus/ Datenjournalismus""";"Digitaler Journalismus/Datenjournalismus";"";"2020-03-04";"asap";"1";"23";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"2";"";"1";"0";"NA";"";"0";"Kommunikationswissenschaft";"1";"1";"Digitaler Journalismus/ Datenjournalismus";"0";"1";"Entwicklung neuer Methoden der Journalismusforschung, Integration innovativer datenbasierter wissenschaftlicher Methoden , methodische Verhaltensweisen";"0";"0";"";"1";"1";"Erforschung, Anwendung, Entwicklung und Vermittlung von digitalem Journalismus, Recherche und Qualitätsicherung";"1";"1";"Einwerben eigener Drittmittel";"0";"0";"";"0";"0";"";"1";"1";"akademische Selbstverwaltung";"1";"journalistische Beruferfahrung, möglichst im Bereich Digitaler Journalismus/ Datenjournalismus";"1";"1";"1";"Sozial- und Führungskompetenzen, Teamfähigkeit";"1";"Veröffentlichungen nationaler und internationaler Publikationsorganen, Beiträge auf Konferenzen und Tagungen, Mitwirkung an hochschulübergreifenden Lehru- und Forschungsinitiativen";"0";"1";"1";"1";"0";"1";"0";"0";"0"
"43";"GK";"";"2020-03-08_postdoc_uni_wien.pdf";"2";"";"Wien";"Universität Wien";"Faculty of Social Sciences, Department of Communication";"University Assistant (post doc) at the Department of Communication";"";"";"2020-03-08";"2020-04-15";"0";"12";"";"0";"0";"0";"1";"1";"6";"0";"0";"0";"13";"";"1";"0";"NA";"";"1";"Pädagogik; Erziehungswissenschaft; Medienbildung/Medienpädagogik";"0";"1";"teaching of courses; Political Communication Research";"1";"1";"quantitative research methods";"1";"1";"very good knowledge of statistical data anlysis; SPSS, Stata or R, high levle of computer literacy (MS Office)";"1";"1";"collaborative research projects,";"1";"1";"developement of applications for research funding";"0";"0";"";"1";"1";"knowledge of principles of teaching, independent teaching of courses as defined by the collective agreement";"1";"1";"participation in administration of the department, knowledge of university processes and structures advantageous";"0";"";"1";"1";"1";"ability to work in teams, excellent english skills (written and spoken), knowledge of Political Communication Research, track record of (international) publications and academic presentations";"1";"paricipation in indicidual and collaborative research projects, paricipation in evaluation measures and quality assuance";"0";"1";"0";"1";"1";"0";"0";"0";"0"
"44";"GK";"";"2020-03-12_w1_uni_erfurt.pdf";"1";"";"Erfurt";"Universität Erfurt";"Philosophische Fakultät";"Juniorprofessur (W1) Kommunikationswissenschaft mit Schwerpunkt interpersonale Kommunikation im Kontext der Digitalisierung mit Tenure Track zu W3 (m/w/d)";"Kommunikationswissenschaft mit Schwerpunkt interpersonale Kommunikation im Kontext der Digitalisierung";"";"2020-03-12";"asap";"1";"21";"";"1";"0";"0";"0";"1";"6";"0";"2";"0";"1";"";"1";"0";"NA";"";"1";"mit Bezug zur Stelle";"1";"1";"interpersonale Kommunikation im Kontext der Digitalisierung";"1";"1";"Methoden qualitativer Verfahren";"0";"0";"";"1";"1";"Kommunikator- und Journalismusforschung";"1";"1";"Bereitschaft zur Einwerbung von Drittmitteln";"0";"0";"";"1";"1";"Bachlorstudiengang Kommunikationswissenschaft, Masterstudiengänge Kinder- und Jugendmedian, Geisteskommunikations und Global Communication, sowie am Nachwuchskolleg Communication and Digital Media";"1";"1";"Erfahrung in der akademischen Selbstverwaltung und der Organisation von Studiengängen";"0";"";"1";"1";"1";"eigenständige internationale Publikationstätigkeit, Engagement und Sicherheit im Fach auf nationaler und internationaler Ebene";"1";"gute Deutschkenntnisse in Wort und Schrift";"0";"1";"1";"0";"0";"1";"0";"0";"2"
"45";"GK";"";"2020-03-13_lba_uni-erfurt.pdf";"1";"";"Erfurt";"Universität Erfurt";"Erziehungswissenschaftliche Fakultät";"Wissenschaftliche/r Mitarbeiter/in mit überwiesenen Aufgaben in der Lehre als Akademischer Rat/ Akademische Rätin auf Zeit (m/w/d)";"";"";"2020-03-13";"2020-04-01";"0";"13";"";"0";"0";"0";"0";"1";"3";"0";"2";"NA";"23";"";"1";"0";"14";"";"1";"Kommunikationswissenschaft; angrenzende sozialwissenschaftliche Disziplin; Informatik";"1";"1";"sprach- und textorientierte Kindermedienkultur";"1";"0";"quantitative und qualitative Forschung";"0";"0";"";"1";"1";"Mitarbeit in Forschungsprojekten im Bereich Lernen und Neue Medien, vertiefte Kenntnisse in qualitativer und /oder quantitativer Forschung";"0";"0";"";"0";"0";"";"1";"1";"Lehre im Bereich Erziehungswissenschaft, im Master Kinder- und Jugendmedien, Erfahrung in der akademischen Lehre";"0";"0";"";"0";"";"1";"1";"1";"Fähigkeit zu Kommunikation extrener Partner, Erfahrung in der aktiven Medienarbeit mit Kindern, Affinität zum Bereich der kulturellen Bildung, Kenntnisse der Didaktik, Kenntnisse in Digitalisierung/ digitale Medien, vertiefte Kenntnisse in Medienbildung, Pädagogik und/oder Kindheitsforschung, medienpraktische Erfahrungen im schulischen oder außerschulischen Bereich, Erfahrung in der inhaltlichen Auseinandersetzung mit mediatisierten Lebenswelten und darauf bezogene Medienphänomene, Erfahrung im Umgang mit speziellen medialen Formaten";"1";"Bereitschaft einer Beteiligung an einer Konzeptbildung für eine regionale medienpädagogische Vernetzung";"0";"1";"1";"1";"0";"1";"0";"0";"2"
"46";"GK";"";"2020-03-15_w2_hs_darmstadt.pdf";"1";"";"Darmstadt";"Hochschule Darmstadt";"Fachbereich Media";"Professur";"Technologieentwicklung in der Onlinekommunikation";"";"2020-03-15";"2020-10-01";"0";"23";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"2";"";"1";"0";"18";"";"1";"Germanistik";"1";"1";"Technologieentwicklung in der Onlinekommunikation";"0";"0";"";"0";"0";"";"1";"1";"ausgeprägtes Interesse und Erfahrung in der Forschung zur Wechselwirkung von (Medien-) Technologieentwicklung und Gesellschaft sowie zur digitalen Transformation, anwendungsbezogene Forschung";"1";"1";"Engagement in der Akquisition von Kooperationspartnern und Drittmitteln";"0";"0";"";"1";"1";"Lehrerfahrung und die Fähigkeit zum Unterrichten in englischer Sprache, Lehre in den Studiengängen des Fachbereichs, projektorientierte Lehre";"1";"1";"Mitarbeit in der Selbstverwaltung";"0";"";"1";"1";"1";"Fundierte Kenntnisse in der Entwicklung, Anwendung und Beurteilung von Internet- und Medientechnologien, ausgeprägtes Interesse und Erfahrung in der anwendungsbezogener Forschung und Beratung, Lehrerfahrung und die Fähigkeit zum Unterrichten in englischer Sprache, hohe Affinität zu Inlinemedien und digitaler Kultur, Gender- und Diversitykompetenz, pädagogische Eignung";"1";"interdisziplinäre Zusammenarbeit";"forschungsstarke Fachhochschule";"1";"1";"1";"0";"1";"0";"0";"0"
"47";"GK";"";"2020-03-17_pradoc_uni-erfurt.pdf";"3";"";"Bern";"Universität Bern";"Institut für Kommunikations- und Medienwissenschaft";"Doktorand/in";"";"";"2020-03-17";"2020-04-01";"0";"11";"";"0";"1";"0";"0";"1";"3";"0";"0";"0";"0";"";"1";"0";"NA";"";"1";"Sozialwissenschaftliche Disziplin; Kulturwissenschaft";"0";"1";"Durchführung von Lehrveranstaltungen im Bachelor Sozialwissenschaft; Kommunikations- und Medienwissenschaft";"1";"0";"sehr gute Kenntnissse der Methoden der empirischen Sozialwissenschaft";"1";"1";"Affinität zu computational methods";"1";"1";"Mitarbeit in einem Forschungsprojekt";"0";"0";"";"0";"0";"";"1";"1";"Lehre im Bachelor Sozialwissenschaften";"1";"1";"Beitrag zu allgemeinen Institutsaufgaben";"0";"";"1";"1";"1";"sehr gute Englischkenntnisse, Freude am Forschen und Arbeiten im Team, ausgeprägtes Interesse für die Inline-Kommunkation und die politische Kommunikation";"0";"";"attraktives Arbeitsumfeld, kollektives Team, Zusammenarbeit und Austausch, Freiheit für eigene Ideen";"0";"0";"1";"0";"0";"0";"0";"0"
"48";"GK";"";"2020-03-20_postdoc_uni_insbruck.pdf";"2";"";"Innsbruck";"Universität Innsbruck";"Institut für Germanistik";"UniversitätassitentIn- Laufbahnstelle Chiffre PHIL-KULT-11111";"";"2020-03-05";"2020-03-20";"2020-10-01";"0";"12";"";"0";"1";"0";"0";"1";"6";"0";"0";"0";"30";"3.890 / Monat (14 mal)";"1";"0";"NA";"";"1";"Sozialwissenschaftliche Disziplin; Kulturwissenschaft";"1";"1";"Germanistische Medienwissenschaft";"1";"0";"qualitative und quantitative Analyse von Social-Media-Kommunikation";"0";"0";"";"1";"1";"eigenständige, emprisch basierte Forschung im Bereich Germanistische Medienwissenschaft mit Schwerpunkt in der Analyse multimodaler, insbesonderer sprachlicher und visueller Medienkommunikation; Konzept und Durchführung eines Forschungsprojektes auf Habilitationsniveau im Schwerpunkt";"1";"1";"Erfahrung in der Mitwirkung im Drittmittelbereich";"1";"1";"Akquise und Management";"1";"1";"Vorlage eines Lehrkonzeptes für eine Lehrveranstaltung aus dem Masterstudium ""Medien""";"1";"1";"Betreuung von Studenten, Mitarbeit bei administratischen Aufgaben";"1";"mehrmonatige einschlägige Berufserfahrung nsch der Promotion, berufseinschlägige Mobilitäterfahrung";"1";"1";"1";"Deutschkenntnisse auf mind. C1-Niveau, wünschenswert: gute Vernetzung in der Scientific Community, Bereitschaft zur Vernetzung mit dem Forschungsschwerpunkt ""Kulturelle Begegnungen-Kulturelle Konflikte"" und dem interfakultären Medienforum ""Innsbruck Medie Studies"", Lehrerfahrung, ausgezeichnete didaktische Fähigkeiten, Erfahrung in der Analyse multimodaler Medienkommunikation, vorzugsweise mit Verknüpfung an Arbeitsgebieten der Kommunikations- und Publizistikwissenschaft durch einschlägige Lehrtätigkeit, Publikationen, Vorträge, Mitarbeit in Forschungsprojekten";"1";"Vorlage eines Forschungskonzeptes auf Habilitätsniveau mit Schwerpunkt in der Analyse multimodialer, insbesondere sprachlicher und visueller Medienkommunikation, Publikations- und Vortragsfähigkeit, Prüfungstätigkeit, Mitarbeit bzw. eigenständige Übernahme von forschungsorganisatiorischen Aufgaben im Bereich Germanistische Medienwissenschaft";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"49";"GK";"";"2020-03-20_prof_zeppelin_uni_friedrichshafen_1.pdf";"1";"";"Friedrichshafen";"Zeppelin Universität";"Fachbereich Kulturwissenschaften und Kommunikationswissenschaften";"Lehrstuhl für Kommunikationswissenschaften mit dem Schwerpunkt Digitale Kommunikation";"Kommunikationswissenschaft mit dem Schwerpunkt Digitale Kommunikation";"";"2020-03-20";"asap";"1";"20";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"0";"";"1";"0";"NA";"";"1";"Digitaler Journalismus";"1";"1";"Digitale Kommunikation";"1";"0";"breite Methodenkenntnisse der qualitativen und quantitativen Methoden, Beteiligung der Methodenausbildung";"0";"0";"";"1";"1";"Forschungskompetenzen im Bereich der Digitalen Kommunikation, Forschungscluster, herausragend profilierte Forschungstätigkeiten";"1";"1";"erfolgreiche Einwerbung von Drittmitteln";"0";"0";"";"1";"1";"englischsprachige Lehrveranstaltungen, forschendes Lernen, Fachbereich ""Kommunikationswissenschaft"", Lernkompetenz, herausragendes Engagement in der Lehre";"1";"1";"akademische Selbstverwaltung";"0";"";"1";"1";"1";"Interesse an Interdisziplinärität";"1";"internationale Publikationen in renommierten Fachzeitschriften mit Peer Review, Publikationen in renommierten internationalen Verlagen, projektförmiges Arbeiten in kleinen Gruppen und der studentischen Forschung, Beteiligung der Methodenausbildung";"0";"1";"1";"1";"0";"1";"0";"0";"0"
"50";"GK";"";"2020-03-20_prof_zeppelin_uni_friedrichshafen_2.pdf";"1";"";"Friedrichshafen";"Zeppelin Universität";"Fachbereich Kulturwissenschaften und Kommunikationswissenschaften";"Lehrstuhl für Medientheorie (Vollzeit-Professur) (m/w/d)";"Medientheorie";"";"2020-03-20";"asap";"1";"20";"";"0";"0";"0";"0";"2";"NA";"NA";"0";"0";"0";"";"1";"0";"NA";"";"1";"Wirtschaftswissenschaften; Journalismus; Kommunikationswissenschaft; Medienwissenschaft; Medienmanagement; Sozialwissenschaften";"1";"1";"Medientheorie, Medienwissenschaften; Medientheorie in Lehre und Forschung";"0";"1";"Film- und Bewegtbildanalyse";"0";"0";"";"1";"1";"Forschungskompetenzen im Bereich der Digitalen Kommunikation, Forschungscluster, herausragend profilierte Forschungstätigkeiten";"1";"1";"erfolgreiche Einwerbung von Drittmitteln";"0";"0";"";"1";"1";"herausragendes Engagement in der Lehre, Weiterentwicklung der Lehrformate, Medientheorie in der Lehre,insbesondere Theorie und Geschichte der elektronischen Medien und der Medienwissenschaft";"1";"1";"akademische Selbstverwaltung";"0";"";"1";"1";"1";"Interesse an Interdisziplinärität, englischsprachige Lehre";"1";"internationale Publikationen in renommierten Fachzeitschriften mit Peer Review, Publikationen in renommierten internationalen Verlagen, projektförmiges Arbeiten in kleinen Gruppen und der studentischen Forschung, Beteiligung der Methodenausbildung";"0";"1";"1";"1";"0";"1";"0";"0";"0"
"51";"GK";"";"2020-03-20_w1_uni_eichstaett-ingolstadt.pdf";"1";"";"Eichstätt-Ingolstadt";"Universität Eichstätt-Ingolstadt";"Sprach- und Literaturwissenschaftliche Fakultät";"Juniorprofessur für Digitalen Journalismus (W1 mit Tenure-Track nach W2)";"Digitaler Journalismus";"";"2020-03-20";"asap";"1";"21";"";"1";"0";"0";"0";"1";"3";"0";"1";"3";"1";"";"1";"1";"NA";"";"1";"Kommunikationswissenschaft; Medienforschung";"1";"1";"digitale Gesellscahft, digitaler Journalismus";"1";"1";"digitale Forschungsmethoden (qualitativ und quantitativ)";"0";"0";"";"1";"1";"sozialwissenschaftliche Forschung zu digitalem Journalismus und digitaler Öffentlichkeit";"0";"0";"";"0";"0";"";"1";"1";"Lehre in den Bachelor- und Masterstudiengängen der Journalistik";"1";"1";"intensive Betreuung der Studierenden";"1";"mind. zwei Jahre außerhalb der Katholischen Universität Eichenstätt-Ingolstadt wissenschaftlich tätig gewesen sein, journalistische Praxiserfahrung, Kooperation mit Medienpartnern";"1";"1";"1";"sehr gute deutsch und englisch Kenntnisse, Übernahme deutsch- und englischsprachiger Lehrveranstaltungen";"1";"Untersuchung der Rolle des digitalen Journalismus und digitaler Öffentlichkeiten in der Gesellschaft, Frage nach Qualität der Ethik von Journalismus und Öffentlichkeiten insbesondere in der digitalen Transformation der Medienwelt, redaktionelle Arbeitsweise";"exzellente Forschung, internationale Ausrichtung, hervorragende Lehre, Stärkung des frühen selbstständigen Forschens, internationale Vernetzungen, persönliche Entwicklung als akademische Führungskraft";"0";"1";"1";"0";"1";"0";"0";"0"
"52";"GK";"";"2020-03-20_wimi_hs_neu_ulm.pdf";"1";"";"Neu-Ulm";"Hochschule Neu-Ulm";"Fakultät Informationsmanagement";"Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin (m/w/d) für das Gebiet innovative digitale Darstellungsformen in den Medien";"";"";"2020-03-20";"asap";"1";"11";"";"0";"1";"0";"0";"1";"2";"3";"0";"0";"13";"";"0,5";"0";"NA";"";"1";"Kommunikations- und Medienwissenschaft; Politikwissenschaft; Soziologie; Informatik; Digitale Medien";"0";"1";"innovative digitale Darstellungsformen in den Medien";"1";"1";"wissenschaftliche Methoden; Inhaltsanalyse";"1";"1";"MS Office";"1";"1";"Unterstützung der Forschungsprojekte";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"";"1";"1";"1";"gute Englischkenntnisse (Wort und Schrift), Organisations- und Kommunikationsfähigkeiten";"1";"Strategischer Auf- und Ausbauch von Kooperationen, Partnerschaften und Netzwerken mit Medien und Unternehmen in der Region, Entwicklung innovativer digitaler Darstellungsformen und Geschägtsmodelle -vorzugsweise für die Themenbereiche Wirtschaft und Finanzen, thematische Adaption und stetige Weiterentwicklung von Transferformaten, Entwicklung und Pflege eines Blogs sowie euner Datenbank, Ausgestaltung des Wissenstransfers zwischen Wirtschaft, Gesellschaft und Hochschule";"dynamisches Team";"1";"1";"0";"0";"1";"0";"0";"0"
